# fetch_missing_lists.py の SEED に渡すシード一覧。
# `エリア名<TAB>所在地<TAB>検索語` のタブ区切りで、2 列目以降は省略可。
#
# - 所在地 (2 列目): 共有 URL 取得後に Firestore の loc に入る値。
#   同名の区・市を区別するためのもので、必ず都道府県から始める住所表記にすること
#   (既に記録済みの loc と表記が食い違うと、別のドキュメント ID になって
#   同じエリアが二重に入ってしまう)。
#   **省略しないこと。** 省略すると locations.py の対応表からしか引けず、
#   表に無いエリアは端末を触る前に「所在地未定義」で除外されて永久に走査されない。
# - 検索語 (3 列目): geo: に渡す検索語。省くと「所在地 + エリア名」で検索する。
#   自動連結が実在の住所にならないエリア (ランドマーク名・通称) だけ明示する。
#
# 検索語は「都道府県から始まる完全な住所」ほど当たりやすい。
# 素の地名で検索すると geo: がエリアページではなく駅・ランドマークのスポットページを
# 開いてしまい、リストのカルーセルが無い = リスト無しと誤判定する。
# 実例: 「青山 東京」は空振りしたが、町名で引いた「東京都港区南青山」は 3 種類とも当たった。
# そのため 2 列目を全行埋め、3 列目の素の地名は原則削除して自動連結に任せている。
# 過去に「カルーセルが無い」で空振りしたエリア (梅田・心斎橋・天神・すすきの・
# みなとみらい 等) は、この誤判定だった可能性があるので再走査の価値がある。
#
# エリア名 (1 列目) は Google のリスト名と完全に一致させること。
# カードの content-desc が「<エリア名>: トップリスト...」の形なので、
# ここがずれると「カードが見つからない」で失敗する。
# 住所で検索したいだけなら 1 列目ではなく 3 列目を住所にする
# (例: エリア名「渋谷」+ 検索語「東京都渋谷区渋谷」。
#  エリア名を「渋谷区渋谷」にするとカード名と合わず失敗する)。
#
# 既に share-urls.tsv に 3 種類とも揃っているエリアは fetch_missing_lists.py が
# 自動でスキップするので、取得済みのものも行を消さずそのまま残している
# (何が試された検索語か、という記録を兼ねる)。

# ============================================================
# 単独エリア (欠落調査: 東京 23 区・県庁所在地・人口 20 万人以上の市)
# ============================================================

# --- 東京 23 区の欠落 (台東区・大田区とも Google 側にリスト無しと確認済み) ---
港区	愛知県名古屋市
港区	大阪府大阪市

# --- その他、前回の実行で片方だけ試して空振りしたもの ---
鶴見区	大阪府大阪市
旭区	大阪府大阪市
泉区	宮城県仙台市
緑区	神奈川県横浜市
緑区	千葉県千葉市
緑区	神奈川県相模原市
緑区	埼玉県さいたま市
青葉区	神奈川県横浜市

# ============================================================
# 繁華街・地区
# ============================================================

# --- 東京都 (丸の内・荻窪・千駄ケ谷・渋谷・南青山は取得済み) ---
渋谷	東京都渋谷区
千駄ケ谷	東京都渋谷区	東京都渋谷区千駄ヶ谷
丸の内	東京都千代田区
有楽町	東京都千代田区
四谷	東京都新宿区
神楽坂	東京都新宿区
高田馬場	東京都新宿区
新大久保	東京都新宿区
築地	東京都中央区
月島	東京都中央区
表参道	東京都港区
青山	東京都港区
南青山	東京都港区
お台場	東京都港区	東京都港区台場
品川	東京都港区
豊洲	東京都江東区
錦糸町	東京都墨田区
蒲田	東京都大田区
自由が丘	東京都目黒区
三軒茶屋	東京都世田谷区
二子玉川	東京都世田谷区
中野	東京都中野区
荻窪	東京都杉並区
巣鴨	東京都豊島区

# --- 神奈川県横浜市 (野毛町は取得済み) ---
みなとみらい	神奈川県横浜市西区
横浜中華街	神奈川県横浜市中区	横浜中華街
関内	神奈川県横浜市中区
桜木町	神奈川県横浜市中区
元町	神奈川県横浜市中区
野毛町	神奈川県横浜市中区

# --- 愛知県名古屋市 ---
金山	愛知県名古屋市中区
覚王山	愛知県名古屋市千種区

# --- 京都府京都市 ---
河原町	京都府京都市中京区
錦市場	京都府京都市中京区	錦市場
嵐山	京都府京都市右京区

# --- 大阪府大阪市 (難波は取得済み) ---
梅田	大阪府大阪市北区
天満	大阪府大阪市北区
難波	大阪府大阪市中央区
心斎橋	大阪府大阪市中央区	大阪府大阪市中央区心斎橋筋
道頓堀	大阪府大阪市中央区
新世界	大阪府大阪市浪速区
京橋	大阪府大阪市都島区
天王寺	大阪府大阪市天王寺区

# --- 兵庫県神戸市 (三宮は取得済み) ---
三宮	兵庫県神戸市中央区	兵庫県神戸市中央区三宮町
元町	兵庫県神戸市中央区	兵庫県神戸市中央区元町通
北野	兵庫県神戸市中央区	兵庫県神戸市中央区北野町
ハーバーランド	兵庫県神戸市中央区	神戸ハーバーランド

# --- 福岡県福岡市 ---
天神	福岡県福岡市中央区
中洲	福岡県福岡市博多区

# --- 北海道札幌市 ---
すすきの	北海道札幌市中央区	すすきの
大通	北海道札幌市中央区	北海道札幌市中央区大通西

# ============================================================
# 繁華街周辺の町名 (57 エリア走査して全滅)
#
# 南青山が 3 種類とも当たったのを受けて、既収録の繁華街の周辺から
# 実在の住居表示町名だけを並べた切り口。
# 既に当たっている 代官山町・千駄ケ谷・高円寺北・上目黒・中目黒・南青山・渋谷 が
# すべて町名であることが根拠。駅名・通称ではなく町名であることを条件にした。
#
# 結果は 57 エリアすべて「カルーセルが無い」で 0 件だった。
# 誤判定ではないことを実機で確認済み。
# 西麻布は geo: でエリアページ (タイトル「西麻布」/「〒106-0031 東京都港区」) に
# 正しく到達したうえで、ページ最下部 (「地図に載っていない場所を追加」) まで
# スクロールしてもカルーセルが現れなかった。
# 同じ手順で南青山は 5 回のスクロールでカードが出るので、手順側の問題でもない。
#
# つまり「町名かどうか」はリストの有無を予測しない。
# 南青山・代官山町が当たって 北青山・西麻布 が外れる線引きは Google 側にしかなく、
# 町名という切り口はここで打ち止め。
# ============================================================

# --- 東京都渋谷区 (原宿・恵比寿・代々木・代官山町・千駄ケ谷・渋谷は取得済み) ---
神宮前	東京都渋谷区
道玄坂	東京都渋谷区
宇田川町	東京都渋谷区
円山町	東京都渋谷区
松濤	東京都渋谷区
広尾	東京都渋谷区
恵比寿西	東京都渋谷区

# --- 東京都港区 (六本木・赤坂・麻布・汐留・南青山は取得済み) ---
北青山	東京都港区
西麻布	東京都港区
麻布十番	東京都港区
南麻布	東京都港区
新橋	東京都港区
虎ノ門	東京都港区
白金台	東京都港区
高輪	東京都港区

# --- 東京都新宿区 (新宿・西新宿・歌舞伎町は取得済み) ---
荒木町	東京都新宿区
大久保	東京都新宿区
百人町	東京都新宿区

# --- 東京都中央区 (銀座・日本橋は取得済み) ---
八重洲	東京都中央区
京橋	東京都中央区
日本橋人形町	東京都中央区
日本橋室町	東京都中央区

# --- 東京都千代田区 (丸の内・日比谷・神田・秋葉原電気街は取得済み) ---
大手町	東京都千代田区
外神田	東京都千代田区
神田神保町	東京都千代田区
麹町	東京都千代田区

# --- 東京都台東区 (上野・浅草は取得済み) ---
蔵前	東京都台東区
雷門	東京都台東区

# --- 東京都その他の区 ---
太子堂	東京都世田谷区
北沢	東京都世田谷区
玉川	東京都世田谷区
青葉台	東京都目黒区
東池袋	東京都豊島区
西池袋	東京都豊島区
南池袋	東京都豊島区
錦糸	東京都墨田区
押上	東京都墨田区
門前仲町	東京都江東区
亀戸	東京都江東区
西五反田	東京都品川区
大崎	東京都品川区
高円寺南	東京都杉並区
阿佐谷南	東京都杉並区
本郷	東京都文京区
湯島	東京都文京区
赤羽	東京都北区
西日暮里	東京都荒川区

# --- 東京都以外 ---
堂島	大阪府大阪市北区
曽根崎新地	大阪府大阪市北区
東心斎橋	大阪府大阪市中央区
宗右衛門町	大阪府大阪市中央区
千日前	大阪府大阪市中央区
錦	愛知県名古屋市中区
山下町	神奈川県横浜市中区
大名	福岡県福岡市中央区
今泉	福岡県福岡市中央区
春吉	福岡県福岡市中央区

# ============================================================
# 観光地 (外国人旅行者に人気の土地。宇治市が当たったのを機に切り口として足した)
#
# 48 エリア走査して当たったのは 伊勢市・石垣市・宮古島市・白馬村・湯沢町・倶知安町 の 6 つだけ。
# 知名度・観光客数・離島かどうかでは当たりを予測できなかった
# (日光・箱根・別府・軽井沢・河口湖のような大物が軒並み外れ、
#  離島は石垣・宮古島を除く 8 つが全滅した)。
#
# 唯一それらしい傾向は、スキーリゾートが 3 つ当たっていること (白馬村・湯沢町・倶知安町)。
# ただし同じスキーリゾートでも 野沢温泉村・妙高市・ニセコ町・富良野市 は外れているので、
# 「スキー場があれば当たる」ではない。宿の外に飲食街があるかどうか、という差に見えるが未検証。
# 隣接する自治体で結果が割れるのは注意が必要で、ニセコ町は外れて倶知安町は当たった
# (ひらふの飲食街は倶知安町側にある)。
# 予測に頼らず候補を並べて回す方が早い。
#
# なお当時の走査は素の地名で検索していたため、スポットページ誤判定による空振りが
# 混ざっている可能性がある。全行を住所表記に直したので再走査の価値がある。
# ============================================================

# --- 市 (宇治市・伊勢市・石垣市・宮古島市は取得済み。他は走査済みで全滅) ---
宇治市	京都府
日光市	栃木県
会津若松市	福島県
秩父市	埼玉県
伊東市	静岡県
下田市	静岡県
高山市	岐阜県
伊勢市	三重県
志摩市	三重県
鳥羽市	三重県
彦根市	滋賀県
近江八幡市	滋賀県
豊岡市	兵庫県
廿日市市	広島県
別府市	大分県
由布市	大分県
佐渡市	新潟県
対馬市	長崎県
壱岐市	長崎県
五島市	長崎県
奄美市	鹿児島県
石垣市	沖縄県
宮古島市	沖縄県
妙高市	新潟県
富良野市	北海道
登別市	北海道

# --- 町村 (白馬村・湯沢町・倶知安町は取得済み、他は全滅) ---
箱根町	神奈川県
軽井沢町	長野県
白馬村	長野県
湯沢町	新潟県
野沢温泉村	長野県
倶知安町	北海道
富士河口湖町	山梨県
草津町	群馬県
ニセコ町	北海道
高野町	和歌山県
白川村	岐阜県
隠岐の島町	島根県
屋久島町	鹿児島県
竹富町	沖縄県
北谷町	沖縄県
恩納村	沖縄県

# --- 収録済みの市の中の観光地区 (全滅) ---
先斗町	京都府京都市中京区
伏見稲荷	京都府京都市伏見区	伏見稲荷
南京町	兵庫県神戸市中央区	南京町
宮島	広島県廿日市市	広島県廿日市市宮島町
道後温泉	愛媛県松山市
谷中	東京都台東区
